"","hr","r","rbi","sb","xavg","zsum"
"David Freese",-0.594704269661255,-0.555921570011004,-0.418570601880334,-0.856543509900732,-0.241809580175732,-2.66754953162906
"Jonathan Schoop",1.05248304715035,0.499799330123201,0.731670819670475,-0.669332540473727,-0.103586505533213,1.51103415093709
"Kennys Vargas",0.632916466453054,-0.102582595247493,0.162301316002825,-0.8133409784945,-1.26462062291181,-1.38532641419793
"Dexter Fowler",-0.159598185975171,1.3381659272886,-0.458829051634613,0.698747620723615,-0.117112334538241,1.30137397586419
"Michael Saunders",0.275507897710913,-0.0591117346537312,-0.263288009970975,-0.626130009067495,-0.864964766109538,-1.53798662209083
"Marcus Semien",0.850469508296096,0.555690436600894,0.403852014528495,0.237920619057141,-1.07837673763315,0.969555840849475
"Tyler Flowers",-0.625783275638833,-1.43775902777016,-0.746389407022315,-0.842142666098655,-0.586889077020679,-4.23896345355065
"Matt Joyce",-0.268374706896692,-0.512450709417243,-0.41281939477258,-0.698134228077882,-1.45400044260511,-3.34577948176951
"Jordy Mercer",-0.734559796560354,-0.406878619403822,-0.297795252617499,-0.669332540473727,-0.365786724661296,-2.4743529337167
"Joey Gallo",0.104573364834238,-0.876186481732389,-0.623970855728693,-0.556183053457406,-1.45929263794574,-3.41105966402999
"Brandon Crawford",-0.0663611680424385,0.282445027154394,0.869699790256573,-0.222906382609332,-0.181508477896978,0.681368788862218
"Joe Panik",-0.687941287593988,0.549480313658928,-0.00448369012204279,-0.410117352036336,0.49381411024436,-0.0592479058490787
"Jon Jay",-1.52707444898858,-0.798116364747675,-1.2870028751512,-0.582927477661264,0.0519461759319253,-4.14317499061679
"David Peralta",-0.0974401740200159,0.114771707721314,0.265823043942397,-0.194104695005177,0.882701829878491,0.97175171251701
"Francisco Lindor",0.0890338618454488,1.56794047614134,1.15726014564427,1.20277715379632,2.44484595053763,6.46185758796501
"Kevin Kiermaier",-0.112979677008805,0.574320805426792,-0.280541631294237,1.5339965612441,-0.288552617816143,1.4262434405517
"Chris Iannetta",-1.04534985633613,-1.7047943142747,-1.4365342599528,-0.842142666098655,-1.1344697319589,-6.16329082862118
"Stephen Vogt",-0.0974401740200159,-0.208154685260913,0.093286830709776,-0.856543509900732,-0.220500967477255,-1.28935250594914
"DJ LeMahieu",-0.672401784605199,1.41889752553416,0.254320629726889,0.741950152129846,2.84069885592214,4.58346537870783
"Randal Grichuk",1.22341758002703,0.512219576007133,0.932963068441867,-0.237307226411409,-0.848148717333113,1.5831442807315
"Maikel Franco",1.27003608899339,0.692313141324144,1.49083015789401,-0.683733384275805,0.214752945384638,2.98419894932038
"Jose Iglesias",-1.26290289817917,-0.164683824667152,-0.832657513638626,0.180317243848832,0.491223520758124,-1.58870347187799
"Jose Ramirez",-1.43383743105585,-1.3756577983505,-1.49404633103034,0.0651104934322141,0.475082702123739,-3.76334836488074
"Seth Smith",-0.035282162064861,-0.0156408740599698,-0.0792493825228454,-0.842142666098655,-0.329800716704216,-1.30211580145055
"Cody Asche",-0.972832175721781,-1.49365013424786,-1.37327098176751,-0.65493169667165,-0.830011446739631,-5.32469643514842
"Justin Smoak",0.0579548558678713,-0.791906241805709,-0.418570601880334,-0.798940134692423,-1.53329913769434,-3.48476126020493
"C.J. Cron",0.337665909666068,-0.301306529390402,0.513124949575822,-0.554125790057109,0.230607157470254,0.225965697264633
"Jake Lamb",0.866009011284885,0.69852326426611,1.12275290299775,-0.294910601619718,-0.6668773673173,1.72549720961173
"Alexi Amarista",-1.60477196393252,-1.9407789860694,-1.65508013004745,-0.194104695005177,-0.207530803877043,-5.6022665789316
"Yonder Alonso",-0.983191844380973,-0.630443045314595,-0.59685802222071,-0.539724946255032,-0.0559536842711237,-2.80617154244243
"Zack Cozart",-0.221756197930326,0.0899312159534506,-0.280541631294237,-0.323712289223873,-0.749625474085197,-1.48570437658018
"Devon Travis",-0.190677191952748,0.524639821891064,0.0645307951710058,-0.165303007401022,1.12834372385903,1.36153414156733
"Adeiny Hechavarria",-1.34060041312311,-0.264045791738606,-0.516341122712153,-0.467720727244645,-0.341142905868954,-2.92985096068747
"Mitch Moreland",0.306586903688491,-0.462769725881515,0.294579079481168,-0.784539290890346,-0.407271199935836,-1.05341423353804
"Ender Inciarte",-1.10750786829128,1.15807236197159,-0.769394235453331,1.4043889670254,1.63150273629473,2.31706196154711
"Wilmer Flores",-0.144058682986382,-0.717384766502118,-0.326551288156269,-0.755737603286191,0.0604272090423214,-1.88330513188864
"Luis Valbuena",-0.0974401740200159,-0.568341815894936,-0.510589915604399,-0.741336759484114,-0.971513520278024,-2.88922218528149
"Francisco Cervelli",-1.38721892208948,-0.704964520618186,-0.901671998931674,-0.438919039640491,0.13339782329959,-3.29937665798024
"Yunel Escobar",-0.998731347369762,0.0837210930114847,-0.717633371483545,-0.741336759484114,1.11212719386374,-1.2618531914622
"Welington Castillo",0.104573364834238,-0.791906241805709,0.0415259667399896,-0.726935915682037,-0.649605888601117,-2.02234871451464
"Chris Coghlan",-1.29842176215354,-1.78463875209997,-1.7873578935258,-0.57264116065978,-0.659792636185742,-6.10285220462484
"Melvin Upton",-0.377151227818213,-0.791906241805709,-0.849911134961888,0.799553527338156,-1.17948643641111,-2.39890151365876
"Chris Young",-1.01427085035855,NA,NA,NA,NA,NA
"Yangervis Solarte",0.0113363469015052,0.195503305966871,0.691412369916197,-0.741336759484114,0.63323390466617,0.79014916796663
"Kevin Pillar",-0.641322778627621,0.183083060082939,-0.0677469683073373,1.02996702817139,0.523545575088153,1.02752591640753
"Andre Ethier",-0.967652341392185,-1.46259951953803,-1.17772994010387,-0.726935915682037,-0.0330969683996099,-4.36801468511573
"Gerardo Parra",-0.874415323459452,-0.500030463533311,-0.780896649668839,-0.0788979445885588,0.365625548334581,-1.86861483291558
"Jose Peraza",-1.04534985633613,0.176872937140973,-0.320800081048515,2.77246912822274,1.14613015975449,2.72932228773356
"Jackie Bradley Jr.",0.524139945531533,0.984188919596542,0.817938926286786,0.0363088058280595,-0.342802732523394,2.01977386471953
"Freddy Galvis",-0.299453712874269,-0.555921570011004,-0.343804909479532,0.252321462859219,-0.852326244388411,-1.799184973894
"Nick Hundley",-1.27844240116796,-1.9594093548953,-1.52280236656911,-0.755737603286191,-0.29230154817036,-5.80869327408892
"Danny Espinosa",0.244428891733336,-0.0591117346537312,-0.14251266070814,-0.0644971007864815,-2.73847874411257,-2.76017134852758
"Michael Taylor",-1.02981035334734,-1.50607038013179,-1.4365342599528,0.396329900879992,-0.959164430264013,-4.53524952281595
"Addison Russell",0.632916466453054,0.661262526614314,1.04798721059695,-0.280509757817641,-0.759886440556409,1.30177000529027
"Byron Buxton",0.19781038276697,0.72957387897594,0.0530283809554977,1.02996702817139,-1.18419121296731,0.826188457902489
"Jarrod Dyson",-1.51153494599979,-0.28888628350647,-1.11446666191857,3.37730456790999,-0.134274909165742,0.328141767319413
"Ryan Rua",-0.734559796560354,-1.05894152831024,-1.23524201118141,-0.222906382609332,-0.409081088623585,-3.66073080728492
"Robbie Grossman",-0.796717808515509,-0.847797348283402,-1.02244734819451,-0.280509757817641,-0.494309658475625,-3.44178192128669
"Mark Reynolds",-0.641322778627621,-1.44396915071213,-1.18348114721162,-0.741336759484114,-0.296673330807409,-4.3067831668429
"Corey Seager",1.06802255013914,1.74182391851638,1.06524083192021,-0.438919039640491,2.17339003988015,5.60955830081539
"Brandon Guyer",-1.04534985633613,-1.04031115948435,-1.2237395969659,-0.424518195838414,0.24785051721243,-3.48606829141236
"James McCann",-0.750099299549142,-1.1396731265558,-0.637116471974988,-0.726935915682037,-1.07790252903882,-4.33172734280079
"Jonathan Villar",0.0113363469015052,1.27606469786894,-0.0102348972297968,4.91819485473226,-0.100935451892703,6.0944255503802
"Miguel Sano",1.86053720256736,0.72957387897594,1.30104032333813,-0.669332540473727,-1.34412696713961,1.87769189726809
"Stephen Piscotty",0.44644243058759,1.00281928842244,1.20326980250631,-0.0644971007864815,0.615648049247785,3.20368246997764
"Martin Maldonado",-0.921033832425818,-1.48122988836392,-1.29275408225895,-0.8133409784945,-1.47467352728478,-5.98303230882797
"Justin Turner",0.741692987374575,0.797885231337565,1.16876255985978,-0.352513976828027,1.15661735510463,3.51244415684853
"Andrew Susac",-1.02981035334734,-1.69858419133273,-1.44803667416831,-0.842142666098655,-0.848700064281598,-5.86727394922863
"Logan Forsythe",0.337665909666068,0.773044739569701,-0.027488518553059,-0.0500962569844042,0.155242627989985,1.18836850168829
"Eduardo Nunez",-0.40823023379579,0.102351461837382,0.0127699312012194,2.49885309598327,0.969450902836199,3.17519515806228
