"","hr","r","rbi","sb","xavg","zsum"
"Cameron Maybin",-1.12304737128007,-0.28888628350647,-0.642867679082742,0.756350995931924,0.0601311958693814,-1.23831914206798
"Derek Dietrich",-0.750099299549142,-0.779485995921777,-0.878667170500658,-0.726935915682037,-0.340649310346167,-3.47583769199978
"Danny Valencia",-0.00420315608728356,-0.139843332899288,-0.188522317570172,-0.726935915682037,0.353049332886284,-0.706455389352497
"Marwin Gonzalez",-0.967652341392185,-1.35702742952461,-1.26974925382793,-0.309311445421795,-0.188807758801698,-4.09254822896822
"Billy Burns",-1.76016699382041,-1.74826517486846,-2.02315738494371,0.295523994265451,-0.116763949271724,-5.35282950863886
"Eugenio Suarez",0.508600442542744,0.512219576007133,0.576388227761116,0.151515556244678,-0.684807468280379,1.06391633427529
"Jace Peterson",-1.3561399161119,-1.23903509362725,-1.35601736044424,-0.1797038512031,-0.640992955189648,-4.77188917657615
"Domingo Santana",0.648455969441843,0.189293183024905,0.36934477188197,-0.237307226411409,-0.630666511349501,0.339120186587809
"Cesar Hernandez",-1.24736339519038,0.388017117167814,-0.671623714621512,1.10197124718178,0.80055328801676,0.371554542554459
"Blake Swihart",-1.54261395197737,-1.87246763370778,-1.83911875749558,-0.640530852869573,-0.179976261915427,-6.07470745796573
"Carlos Correa",1.08356205312793,1.20154322256535,1.99693638337637,0.98676449676516,1.30749079695364,6.57629695278844
"Aledmys Diaz",0.182270879778181,0.586741051310724,0.392349600312987,-0.194104695005177,0.815003987380459,1.78226082377717
"Delino DeShields Jr.",-1.38721892208948,-0.928528946528959,-1.60907047318542,0.842756058744387,-0.737014627384621,-3.8190769104441
"Ezequiel Carrera",-1.24736339519038,-0.996840298890584,-1.38477339598301,0.165916400046755,-0.552524317892516,-4.01558500790974
"Kyle Schwarber",1.68960266969069,1.35058617317253,1.01923117505818,-0.280509757817641,-0.0363258130473039,3.74258444705645
"Trea Turner",0.151191873800604,1.55552023025741,0.317583907912184,3.92453663238893,2.29471001339254,8.24354265775166
"Trevor Story",1.73622117865705,1.14565211608766,1.32404515176914,0.626743401713228,-0.195090380529583,4.6375714676975
"Gary Sanchez",1.30111509497097,0.28865515009636,0.817938926286786,-0.33811313302595,-0.00142051752555801,2.06817552080261
"Alex Bregman",0.757232490363364,1.18291285373945,1.21477221672182,0.0651104934322141,0.297741697987485,3.51776975224433
"Odubel Herrera",-0.314993215863058,1.04008002607423,-0.326551288156269,1.41878981082748,1.01122195006573,2.82854728294812
"Andrew Benintendi",-0.112979677008805,0.723363756033974,0.559134606437854,0.453933276088301,1.06646639943323,2.68991836098456
"David Dahl",0.151191873800604,0.226553920676701,0.087535623602022,0.612342557911151,0.645074434466593,1.72269841045707
"Willson Contreras",0.0579548558678713,-0.164683824667152,0.133545280464054,-0.352513976828027,0.370418149838812,0.0447204846755587
"Adam Duvall",1.73622117865705,0.735784001917905,1.58860067872583,-0.33811313302595,-1.54250722818838,2.17998549808645
"J.T. Realmuto",-0.563625263683678,-0.251625545854674,-0.280541631294237,0.252321462859219,0.862767509692732,0.0192965317193611
"Nomar Mazara",0.617376963464266,0.437698100703542,0.754675648101492,-0.755737603286191,0.256084928413127,1.31009803739623
"Keon Broxton",0.0579548558678713,0.15203244537311,-0.240283181539959,2.87327503483728,-1.60613082623125,1.23684832830705
"Ryon Healy",0.44644243058759,0.28865515009636,0.507373742468067,-0.755737603286191,0.639786081094223,1.12651980096005
"Eric Thames",1.09910155611672,0.586741051310724,0.932963068441867,0.338726525671682,-0.0775716114492933,2.8799605900917
"Tommy Joseph",1.31665459795976,0.0961413388954166,0.662656334377427,-0.669332540473727,-0.217850908407795,1.18826882235108
"Tim Anderson",-0.517006754717312,0.710943510150042,-0.407068187664826,1.4043889670254,0.262534955187202,1.45379248998051
"Dansby Swanson",-0.377151227818213,0.822725723105428,0.191057351541595,0.19471808765091,-0.0163223456695733,0.815027588810146
"Greg Bird",0.850469508296096,0.0340401094757575,0.415354428744003,-0.683733384275805,-0.389879404067807,0.226251258172244
"Hunter Renfroe",0.80385099932973,0.189293183024905,0.570637020653362,-0.352513976828027,-0.560487776227943,0.650779449952027
"Max Kepler",0.182270879778181,0.363176625399951,0.82369013339454,0.0651104934322141,-0.639802243196067,0.794445888808819
"Jung-Ho Kang",0.120112867823026,-0.72980501238605,-0.194273524677926,-0.554125790057109,-0.147688980095593,-1.50578043939365
"Michael Conforto",0.0268758498902939,-0.468979848823481,-0.269039217078729,-0.640530852869573,-0.30210510709097,-1.65377917597246
"Yulieski Gurriel",-0.159598185975171,-0.189524316435015,0.0645307951710058,-0.410117352036336,0.059474556998958,-0.635234502276559
"Justin Bour",0.617376963464266,-0.251625545854674,0.559134606437854,-0.770138447088268,-0.118580866261566,0.0361667106976111
"Hernan Perez",-0.858875820470664,-0.909898577703061,-0.631365264867234,1.41878981082748,0.0929888166205521,-0.888361035592928
"Josh Bell",-0.293237911678754,-0.122454988661783,-0.0021832072789413,-0.539724946255032,0.40016647453575,-0.55743457933876
"Manuel Margot",-0.967652341392185,0.207923551850803,-0.493336294281137,1.76441006207733,-0.265861819458462,0.245483158796353
"Ryan Schimpf",0.897088017262463,-0.0156408740599698,0.323335115019938,-0.683733384275805,-1.87436993375779,-1.35332105981116
"Cameron Rupp",-0.299453712874269,-1.21419460185939,-0.585355608005202,-0.784539290890346,-1.01670023295804,-3.90024344658725
"Yoan Moncada",-0.552525618691686,-0.485835896808817,-0.794863866930528,1.35295738201798,-1.16826087974928,-1.64852888016232
"Tyler Naquin",-0.268374706896692,-0.0342712428858676,-0.234531974432205,0.1371147124426,0.385283749651235,-0.0147794621209287
"Travis Jankowski",-1.3561399161119,0.102351461837382,-1.26974925382793,2.83007250343105,-0.992828279137315,-0.686293483808717
"Mitch Haniger",0.135652370811815,-0.295096406448436,0.087535623602022,-0.165303007401022,-0.657265927812792,-0.894477347248413
"Brandon Drury",0.0113363469015052,0.102351461837382,0.202559765757103,-0.640530852869573,0.457581491908837,0.133298213535255
"Orlando Arcia",-0.548085760694889,0.102351461837382,-0.0734981754150914,1.2171779975984,-1.1335216808877,-0.435576157561903
"Scott Schebler",0.399823921621223,-0.0404813658278335,0.219813387080365,-0.222906382609332,-0.498046887485214,-0.141797327220791
"Travis Shaw",0.259968394722125,-0.295096406448436,0.116291659140792,-0.467720727244645,-1.13239552087956,-1.51895260070972
"Tom Murphy",-0.423769736784579,-1.30113632304691,-0.83840872074638,-0.683733384275805,-0.369535683843659,-3.61658384869734
"Roman Quinn",-1.34060041312311,-1.21419460185939,-1.63207530161644,0.972363652963083,-0.505701579075732,-3.72020824271159
"Aaron Judge",0.586297957486688,-0.0963724723055267,0.156550108895071,-0.410117352036336,-1.25099766611591,-1.01463942407601
"Jorge Polanco",-0.610243772650044,-0.158473701725186,-0.0965030038461075,0.309924838067528,0.271859989939967,-0.283435650213843
"Austin Hedges",-0.268374706896692,-0.798116364747675,-0.303546459725253,-0.726935915682037,-1.09216492006737,-3.18913836711903
"Matt Duffy",-0.641322778627621,0.226553920676701,-0.0734981754150914,0.266722306661296,0.189208497821939,-0.0323362288827772
"Adonis Garcia",-0.190677191952748,-0.195734439376981,0.0702820022787598,-0.467720727244645,0.290549799045319,-0.493300557250296
"Tony Wolters",-1.3561399161119,-1.24524521656922,-1.03970096951777,-0.395716508234259,-0.623518252455366,-4.66032086288852
"Raul Mondesi",-0.921033832425818,-1.01547066771648,-1.0857106263798,1.27478137280671,-1.37192777354191,-3.11936152725731
"Brett Eibner",-0.865091621666179,-1.51352252766215,-1.41928063862954,-0.585807646421679,-0.959984886806086,-5.34368732118563
"Andrew Toles",-0.812257311504297,-0.618022799430663,-0.729135785699053,0.698747620723615,0.3668470833823,-1.0938211925281
"Sandy Leon",-1.10750786829128,-1.18314398714956,-1.18923235431938,-0.8133409784945,-0.322628755308106,-4.61585394356283
"Mallex Smith",-1.30952140714554,-1.10862251184597,-1.35601736044424,1.51959571744202,-0.478432908545149,-2.73299847053888
"Alex Dickerson",-0.563625263683678,-0.512450709417243,-0.62561405775948,-0.467720727244645,0.0396127396014132,-2.12979801850363
"Hyun-soo Kim",-0.5325462577061,-0.363407758810061,-0.878667170500658,-0.568526633859186,0.713306845931899,-1.62984097494411
"Ketel Marte",-1.62031146692131,-0.760855627095879,-1.2237395969659,0.482734963692455,0.574596996506035,-2.5475747307846
"Eddie Rosario",-0.268374706896692,-0.071531980537663,-0.349556116587286,0.0651104934322141,-0.177036436732353,-0.80138874732178
"Jurickson Profar",-0.843336317481875,-0.53108107824314,-0.861413549177396,-0.33811313302595,-0.568539223831836,-3.1424833017602
"Byung-ho Park",-0.299453712874269,-1.35702742952461,-1.14322269745734,-0.698134228077882,-0.916046549331217,-4.41388461726532
"Dan Vogelbach",-0.361611724829424,-0.841587225341436,-0.579604400897448,-0.784539290890346,-0.817434604759619,-3.38477724671827
"Lewis Brinson",-0.907714258435428,-1.6214012347683,-1.3864165980138,-0.161188480600429,-0.406896202995539,-4.4836167748135
"Raimel Tapia",-1.37167941910069,-1.71100443721666,-1.70108978690949,-0.093298788390636,0.448398995043168,-4.42867343657431
"Tyler Saladino",-0.921033832425818,-1.09620226596204,-0.959184070009215,0.468334119890378,-0.378907838201727,-2.88699388670842
"Jett Bandy",-0.65686228161641,-1.3942881671764,-1.03394976241002,-0.65493169667165,-0.960697822433939,-4.70072973030842
"Ozhaino Albies",-1.6358509699101,-1.92421865822416,-1.93305514025557,-0.0980990696579952,-0.290385565177265,-5.88160940322509
"Aaron Altherr",-0.874415323459452,-1.102412388904,-0.976437691332477,0.108313024838446,-1.24295496785445,-4.08790734671194
"Jefry Marte",-0.765638802537931,-1.53623383442134,-1.24181481930456,-0.57264116065978,-0.58769310596707,-4.70402172289068
"A.J. Reed",-0.730119938563557,-1.44396915071213,-1.19580516244252,-0.868887090302513,-0.617712879455762,-4.85649422147648
"Albert Almora",-1.01427085035855,-0.953369438296822,-0.878667170500658,-0.208505538807254,-0.0130738488744716,-3.06788684683776
"Charlie Tilson",-1.2162843892128,-0.680124028850322,-1.16047631878061,0.756350995931924,-0.385678823143827,-2.68621256405564
"J.P. Crawford",-1.26290289817917,-1.27363435001821,-1.41270783050639,-0.177646587802803,-0.739834139534155,-4.86672580604073
"Cheslor Cuthbert",-0.78117830552672,-1.1583034953817,-0.953432862901461,-0.669332540473727,0.0356075529709681,-3.52663965131264
"Whit Merrifield",-1.46491643703342,-1.24524521656922,-1.52280236656911,0.180317243848832,-0.345145002122105,-4.39779177844503
"Tyler Austin",-0.921033832425818,-1.71100443721666,-1.36751977465975,-0.582927477661264,-0.499059675041984,-5.08154519700548
"Trayce Thompson",-0.594704269661255,-1.4129185360023,-1.21798838985815,-0.323712289223873,-0.771610977426948,-4.32093446217252
"Joe Wendle",-1.28362223549756,-1.58473193739669,-1.49596340006626,-0.44371932090785,-0.51301261321574,-5.3210495070841
"Chris Herrmann",-0.998731347369762,-1.40670841306033,-1.13172028324184,-0.438919039640491,-0.795970046203151,-4.77204912951557
"Bradley Zimmer",-1.03499018767694,-1.55989144562883,-1.46529029549157,0.343526806939041,-0.906598606737182,-4.62324372859547
"Clint Frazier",-0.268374706896692,-0.798116364747675,-0.637116471974988,-0.117300194727431,-0.97683028282774,-2.79773802117453
"Jarrett Parker",-0.361611724829424,-0.854007471225368,-0.83840872074638,-0.410117352036336,-1.03609151446711,-3.50023678330462
"Tyler Collins",-0.78117830552672,-1.25145533951119,-1.02244734819451,-0.395716508234259,-1.03253558567028,-4.48333308713695
"Brandon Nimmo",-1.40275842507827,-1.86004738782385,-1.84486996460334,-0.65493169667165,-0.224837409689624,-5.98744488386673
"Jeremy Hazelbaker",-1.04534985633613,-1.63648296191307,-1.55730960921564,-0.294910601619718,-0.52178177211822,-5.05583480120277
"Abraham Almonte",-1.41829792806706,-1.4501792736541,-1.45378788127606,-0.0500962569844042,-0.234889663263661,-4.60725100324528
"Joey Rickard",-1.46491643703342,-1.58680197837735,-1.75285065087927,-0.323712289223873,-0.226221898717726,-5.35450325423164
"Franklin Gutierrez",-0.361611724829424,-1.28871607716298,-1.010944933979,-0.698134228077882,-0.45019804827365,-3.80960501232294
"Bruce Maxwell",-1.37167941910069,-1.90351824841761,-1.64357771583195,-0.842142666098655,-0.477362992250644,-6.23828104169954
